#Name	Brake.Hyd.Sys.pMC	Car.Distance	Car.Fr1.rx	Car.Fr1.ry	Car.Fr1.rz	Car.Fr1.tx	Car.Fr1.ty	Car.Fr1.tz	Car.Gen.ax_1	Car.Gen.ay_1	Car.Gen.vx_1	Car.Pitch	Car.Roll	Car.SideSlipAngle	Car.Yaw	Car.YawRate	Car.ax	Car.ay	Car.tx	Car.ty	Car.v	Car.vFL	Car.vFR	Car.vRL	Car.vRR	DM.Brake	DM.Clutch	DM.Gas	DM.GearNo	DM.Long.StepDist	DM.ManNo	DM.Steer.Ang	DM.Steer.Trq	Driver.Brake	Driver.Gas	Driver.Steer.Ang	PT.Engine.rotv	PwrD.Tire.CambDeflFL	PwrD.Tire.CambDeflFR	PwrD.Tire.LatSlipFL	PwrD.Tire.LatSlipFR	PwrD.Tire.LongSlipFL	PwrD.Tire.LongSlipFR	PwrD.Tire.RollResistFL	PwrD.Tire.RollResistFR	PwrD.Tire.ToeSlipFL	PwrD.Tire.ToeSlipFR	PwrD.Tire.TotalFL	PwrD.Tire.TotalFR	PwrL.Aero	PwrL.Brake	PwrL.PT	PwrL.Tire	PwrL.Total	PwrS.Aero	PwrS.Brake	PwrS.PT	PwrS.Tire	PwrS.Total	Steer.WhlAng	Time	Vhcl.Fr1.x	Vhcl.Fr1.y	Vhcl.v
#Unit	bar	m	rad	rad	rad	m	m	m	m/s^2	m/s^2	m/s	rad	rad	rad	rad	rad/s	m/s^2	m/s^2	m	m	m/s	m/s	m/s	m/s	m/s	-	-	-	-	m	-	rad	Nm	-	-	rad	rad/s	W	W	W	W	W	W	W	W	W	W	W	W	W	W	W	W	W	W	W	W	W	W	rad	s	m	m	m/s
#nStates	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	                 0	         6.6187041	     0.00019980471	     -0.0052731965	      -0.097588215	        -15.976247	        -2.7576563	      -0.045001869	         3.4489222	       0.044479508	         6.7338445	     -0.0052731965	     0.00019980471	    -4.8214012e-05	      -0.097588215	      0.0022719576	         3.4490171	       0.040804946	        -15.291017	        -2.8247751	         6.7339461	         24.694804	         24.679272	         6.7566303	         6.7566303	                 0	                 0	        0.05316213	                 0	         6.6119701	               -99	       0.047886751	       -0.11235002	                 0	        0.05316213	       0.047886751	                 0	                -0	                 0	       0.026409037	        0.10775787	         6265.4401	         7078.5723	         650.16255	         753.79403	    -9.6382958e-06	     2.6293334e-05	         6915.5591	         7832.5409	         197.29112	     1.3206491e-21	         3407.2901	         16924.801	         20529.389	                 0	                 0	        -28802.495	                 0	        -20533.524	       0.047886751	                 2	        -15.976247	        -2.7576563	         6.7339461
	                 0	         8.0326473	     0.00085026925	     -0.0052881354	      -0.095125034	        -14.568348	        -2.8953031	      -0.045208327	         3.0939878	        0.20391003	         7.4008993	     -0.0052881354	     0.00085026925	     0.00067930172	      -0.095125034	       0.023192013	         3.0937634	        0.19869547	        -13.883631	        -2.9607905	         7.4010074	           24.6988	         24.673489	         7.4219387	         7.4219387	                 0	                 0	       0.049393553	                 0	         8.0252463	               -99	        0.57052847	      -0.039793382	                 0	       0.049393553	        0.57052847	                 0	                -0	                -0	         10.080266	         13.509193	         5858.1413	         7106.2338	         631.15564	          793.6284	    -4.6117588e-05	     9.0027597e-05	          6499.383	         7913.4081	          262.0387	                 0	         3440.7597	          16788.88	           20491.7	                 0	                 0	        -28652.304	                 0	        -20492.124	        0.57052847	               2.2	        -14.568348	        -2.8953031	         7.4010074
	                 0	         9.5793972	      0.0016206182	     -0.0052839771	       -0.08788144	        -13.027778	        -3.0405951	      -0.045353011	         3.5394035	        0.43978411	         8.0576947	     -0.0052839771	      0.0016206182	      0.0012508272	       -0.08788144	        0.05047581	         3.5398338	        0.43312438	        -12.343272	        -3.1012046	         8.0578145	          24.70379	         24.666559	         8.0916569	         8.0916569	                 0	                 0	        0.05879716	                 0	         9.5713394	               -99	          1.162647	       0.052650734	                 0	        0.05879716	          1.162647	                 0	                -0	                -0	         46.485177	         63.504674	         5422.5182	         7189.0938	         608.52941	         846.60541	     0.00021177265	    -0.00022911727	         6077.5603	         8099.3313	         338.15231	     7.9753651e-27	         3559.9982	         16813.278	         20711.457	                 0	                 0	        -30867.931	                 0	        -20713.045	          1.162647	               2.4	        -13.027778	        -3.0405951	         8.0578145
	                 0	         11.255107	      0.0025028373	     -0.0052963569	      -0.073708716	        -11.357588	        -3.1840988	      -0.045498081	         2.8444297	        0.88485147	         8.6898846	     -0.0052963569	      0.0025028373	       0.001577067	      -0.073708716	       0.099468932	         2.8445101	        0.86047201	        -10.672935	        -3.2351144	         8.6900123	          24.70861	         24.655187	          8.689436	         8.7336019	                 0	                 0	       0.046401582	                 0	         11.246417	               -99	          1.799327	        0.15400496	                 0	       0.046401582	          1.799327	                 0	                -0	                -0	         118.75115	         168.62978	         5002.7166	         7236.1204	          586.2443	         899.42173	      0.0011206749	     -0.0013159354	          5707.652	         8304.3116	         424.31098	                 0	         3493.9643	          16833.35	         20751.644	                 0	                 0	        -29580.548	                 0	        -20752.061	          1.799327	               2.6	        -11.357588	        -3.1840988	         8.6900123
	                 0	         13.054012	      0.0035701421	     -0.0051218969	      -0.043173866	        -9.5625276	        -3.3107535	       -0.04544279	         3.0820306	         1.9302369	         9.2912587	     -0.0051218969	      0.0035701421	     0.00067996874	      -0.043173866	         0.2147133	         3.0840558	         1.9062415	        -8.8772142	        -3.3410007	         9.2913508	         24.712931	         24.195504	         9.2371881	         9.4046575	                 0	                 0	        0.05044693	                 0	         13.044721	               -99	         2.3913562	        0.21674553	                 0	        0.05044693	         2.3913562	                 0	                -0	                -0	         209.98947	         322.48607	         4686.5661	         7165.5398	         570.85945	         956.55346	      0.0021632327	     -0.0023796774	         5467.3291	         8444.8341	         518.96482	                 0	         3483.2324	         16969.657	         20971.899	                 0	                 0	        -31216.901	                 0	        -20976.117	         2.3913562	               2.8	        -9.5625276	        -3.3107535	         9.2913508
	                 0	         14.969815	      0.0046606816	     -0.0049683186	       0.014160218	         -7.647307	        -3.3826172	      -0.045373064	         2.5514704	         3.3880069	         9.8589027	     -0.0049683186	      0.0046606816	     -0.0021362294	       0.014160218	        0.35803938	         2.5565938	         3.3514879	        -6.9619234	        -3.3737192	         9.8589809	          24.72048	         23.290034	         9.7128761	         10.054843	                 0	                 0	       0.045522176	                 0	         14.959956	               -99	         2.8991664	        0.29979352	                 0	       0.045522176	         2.8991664	                 0	                -0	                -0	         305.21607	          518.5396	         4246.2976	         6812.7625	         537.99991	         997.55317	       0.003369425	     -0.0035974996	         5089.4712	         8329.0421	         620.35036	     3.4577139e-34	         3389.5645	         16691.289	         20701.235	                 0	                 0	        -29739.712	                 0	         -20697.14	         2.8991664	                 3	         -7.647307	        -3.3826172	         9.8589809
	                 0	         16.995667	      0.0057456552	     -0.0048685361	       0.099670917	        -5.6208942	        -3.3374138	      -0.045354797	         2.3476807	         4.9184766	         10.389668	     -0.0048685361	      0.0057456552	      -0.006137411	       0.099670917	        0.49436638	          2.357753	         4.8856557	        -4.9392697	        -3.2702134	         10.389859	         24.725666	          22.17323	         10.169497	         10.667293	                 0	                 0	       0.043648776	                 0	         16.985277	               -99	         3.3445957	        0.47335972	                 0	       0.043648776	         3.3445957	                 0	                -0	                -0	         420.85074	         762.35339	          3935.305	         6248.2797	         517.47935	         1012.0058	      0.0049367887	     -0.0041973367	         4873.5669	         8022.8483	         726.42889	                 0	         3304.6626	         16479.314	         20510.428	                 0	                 0	         -29235.18	                 0	        -20507.369	         3.3445957	               3.2	        -5.6208942	        -3.3374138	         10.389859
	                 0	         19.123859	      0.0062204046	     -0.0050809796	        0.20935765	        -3.5040807	        -3.1036898	      -0.045593817	         2.6999872	         6.0956776	         10.887905	     -0.0050809796	      0.0062204046	      -0.010804885	        0.20935765	        0.58471864	         2.7149325	         6.0945018	        -2.8344274	        -2.9624202	         10.888533	          24.71774	         21.257132	         10.648603	         11.225799	                 0	                 0	       0.050912462	                 0	         19.112971	               -99	         3.3801453	        0.79060281	                 0	       0.050912462	         3.3801453	                 0	                 0	                 0	         485.87578	          770.7986	         4183.1334	         5237.1429	         566.15407	         906.33007	      0.0081872557	     -0.0085624829	         5235.0298	         6914.0399	         835.30808	     6.4852468e-39	         3444.5294	         16142.891	         20422.776	                 0	                 0	        -30709.103	                 0	        -20426.728	         3.3801453	               3.4	        -3.5040807	        -3.1036898	         10.888533
	                 0	          21.35249	      0.0056223647	     -0.0057630937	        0.32371889	        -1.3277697	        -2.6161331	      -0.046824396	         2.6834324	         6.0840916	         11.399333	     -0.0057630937	      0.0056223647	      -0.013454064	        0.32371889	        0.54074568	         2.6958496	          6.102196	        -0.6792582	        -2.3994384	         11.400415	         24.714972	         21.210673	         11.173574	          11.70691	                 0	                 0	       0.047292182	                 0	          21.34109	               -99	         2.7638799	        0.57410026	                 0	       0.047292182	         2.7638799	                 0	                 0	                 0	         321.38885	         578.97844	         4097.9471	         4881.5278	         567.13412	         881.07063	      0.0046466194	      -0.006293966	         4986.5592	          6341.616	         956.74998	                 0	         3488.6238	         15572.184	         20017.578	                 0	                 0	         -30582.83	                 0	        -20021.713	         2.7638799	               3.6	        -1.3277697	        -2.6161331	         11.400415
	                 0	         23.678762	      0.0053805285	     -0.0050886201	         0.4272679	        0.87224182	        -1.8565554	      -0.046707253	         1.5332918	         6.0175597	          11.81538	     -0.0050886201	      0.0053805285	      -0.013889893	         0.4272679	         0.5204431	         1.5450699	          6.008197	         1.4945924	        -1.5740611	         11.816508	         24.700613	         21.350139	          11.51213	         12.093682	                 0	                 0	       0.014482323	                 0	         23.666945	               -99	          2.295696	        0.48959595	                 0	       0.014482323	          2.295696	                 0	                 0	                -0	         241.02674	         477.83664	         4476.8709	         4990.9792	         636.48475	         943.40262	      0.0027474794	     -0.0076261864	         5354.6063	         6412.7123	         1067.6887	     6.3306224e-44	         3125.9063	         16058.208	         20251.926	                 0	                 0	        -26442.996	                 0	        -20253.721	          2.295696	               3.8	        0.87224182	        -1.8565554	         11.816508
	                 0	         26.067244	      0.0049925977	     -0.0048386787	        0.53434755	         3.0395362	       -0.84966604	      -0.046974556	         1.0826899	         6.3262693	         12.048888	     -0.0048386787	      0.0049925977	      -0.016834063	        0.53434755	         0.5371333	         1.0950967	         6.3323867	         3.6279144	       -0.50227949	         12.050599	         24.695339	         21.527756	         11.687478	         12.329849	                 0	                 0	                 0	                 0	         26.055193	               -99	         1.7367878	        0.30398569	                 0	                 0	         1.7367878	                 0	                 0	                 0	         127.97507	         282.50482	         4563.8723	         4991.7981	          660.1361	         953.42137	      0.0008464148	     -0.0056077724	         5352.0732	         6227.7328	         1133.4794	                 0	          2993.785	         16086.065	         20213.343	                 0	                 0	        -24447.135	                 0	         -20214.52	         1.7367878	                 4	         3.0395362	       -0.84966604	         12.050599
	                 0	         28.498165	      0.0037524836	      -0.005059041	        0.63354842	          5.124043	        0.40325066	      -0.047526907	         1.1959537	         5.4368017	         12.260146	      -0.005059041	      0.0037524836	      -0.016273773	        0.63354842	        0.43066694	         1.2039479	         5.4715004	         5.6747929	        0.80722762	         12.261837	         24.684506	         22.201311	         11.962823	         12.478963	                 0	                 0	                 0	                 0	         28.485903	               -99	         1.0220763	        0.23551497	                 0	                 0	         1.0220763	                 0	                 0	                 0	         41.832007	         85.967719	         4830.7744	         4950.0766	         723.45482	         898.17382	     7.3611336e-05	     -0.0024295047	          5596.255	         5934.1558	         1193.4039	     1.9993497e-49	         3149.4405	         16022.675	         20365.586	                 0	                 0	         -25153.03	                 0	        -20368.373	         1.0220763	               4.2	          5.124043	        0.40325066	         12.261837
	                 0	         30.973492	      0.0030667294	      -0.005016143	        0.70555416	         7.1128467	         1.8780918	      -0.047620572	          1.208443	          4.042473	         12.490852	      -0.005016143	      0.0030667294	      -0.011673841	        0.70555416	        0.30724627	         1.2124996	         4.0567249	         7.6328913	         2.3205529	         12.491795	         24.686781	         22.954253	         12.273395	         12.635845	                 0	                 0	                 0	                 0	            30.961	               -99	        0.87577272	       0.057887283	                 0	                 0	        0.87577272	                 0	                 0	                -0	         33.295304	         70.303944	         4634.0143	         5376.2534	         707.78815	         960.83027	    -0.00041993027	     -0.0013005841	         5375.1528	         6407.3884	         1262.6881	      4.341351e-52	         3192.9759	         16115.327	         20570.996	                 0	                 0	        -25734.843	                 0	        -20572.364	        0.87577272	               4.4	         7.1128467	         1.8780918	         12.491795
	         6.3671485	         33.495259	      0.0031076571	     -0.0048649916	        0.76389189	         9.0272221	         3.5203702	      -0.047504143	         1.0895715	         3.6927238	          12.72135	     -0.0048649916	      0.0031076571	     -0.0097668444	        0.76389189	        0.28986175	         1.0930673	         3.6890688	         9.5204575	         3.9922386	         12.722057	         24.670574	         23.250897	         12.510457	         12.849947	       0.042447656	                 0	                 0	                 0	         33.482537	               -99	         1.0419973	       0.024604372	       0.042447656	                 0	         1.0419973	                 0	                -0	                -0	         55.084872	          109.9319	         4601.4787	         5512.6771	         717.23616	          996.8551	    -0.00044842325	     -0.0020860576	         5373.8803	         6619.6322	         1333.9319	         2713.5841	         3263.5251	         16333.039	         23644.088	                 0	                 0	        -28444.691	                 0	        -23643.999	         1.0419973	               4.6	         9.0272221	         3.5203702	         12.722057
	         16.110412	         36.058006	      0.0034013789	     -0.0044165874	        0.82504303	         10.871373	         5.3005697	      -0.047572702	        0.71997801	         4.1220184	         12.891257	     -0.0044165874	      0.0034013789	      -0.010587696	        0.82504303	        0.32703764	        0.72457651	         4.1110179	         11.334819	         5.8016068	         12.892031	         24.265773	         21.807985	         12.636763	         13.019983	        0.10740275	                 0	                 0	                 0	         36.045114	               -99	         1.1527332	       0.055945649	        0.10740275	                 0	         1.1527332	                 0	                -0	                -0	         78.300601	         174.00808	         4772.0625	         4925.4309	         772.30359	         1000.4736	    -0.00070798618	     -0.0041314775	         5622.6911	          6100.166	         1390.0289	         13270.508	         3301.9436	         16129.939	         34092.452	                 0	                 0	         -37238.66	                 0	        -34084.412	         1.1527332	               4.8	         10.871373	         5.3005697	         12.892031
	         20.338609	         38.648397	      0.0039229269	     -0.0041640276	        0.89613329	         12.620707	         7.2118317	      -0.047417156	        0.52282108	         4.8528634	         13.002873	     -0.0041640276	      0.0039229269	      -0.012651446	        0.89613329	        0.38487726	        0.52924014	         4.8397885	         13.047403	         7.7444298	          13.00395	         22.613139	         19.285317	         12.697212	         13.151793	        0.13559073	                 0	                 0	                 0	         38.635393	               -99	         1.1112857	        0.21140634	        0.13559073	                 0	         1.1112857	                 0	                -0	                 0	         80.720387	         252.58763	          4145.864	         3559.2827	         726.75911	         911.49709	    -0.00086594077	     -0.0056771609	         4953.2461	         4723.5092	         1427.6323	         17422.369	         3069.1079	         14197.743	         36116.865	                 0	                 0	        -38312.626	                 0	        -36107.044	         1.1112857	                 5	         12.620707	         7.2118317	          13.00395
	         25.484269	         41.258887	      0.0038635659	     -0.0044610385	         0.9763693	         14.241146	          9.259512	      -0.048102635	        0.56683272	         5.2138022	         13.100935	     -0.0044610385	      0.0038635659	      -0.015071283	         0.9763693	        0.40147346	        0.57352877	         5.2108792	         14.623661	         9.8244949	         13.102482	         20.853798	         16.945196	         12.773415	         13.247886	        0.16989513	                 0	                 0	                 0	         41.245785	               -99	        0.72701811	        -0.1162181	        0.16989513	                 0	        0.72701811	                 0	                 0	                -0	         32.561149	         171.03197	         3330.5087	          2376.625	         650.40177	         805.38282	     -0.0011668642	     -0.0018072239	         4013.4743	         3353.5163	         1458.3653	         19560.138	         2908.7827	           12048.6	         35975.927	                 0	                 0	        -38294.342	                 0	        -35965.536	        0.72701811	               5.2	         14.241146	          9.259512	         13.102482
	          29.06286	         43.888059	      0.0049013996	     -0.0045521749	         1.0647028	          15.70449	         11.444951	      -0.048386583	        0.33946345	         6.1827495	         13.180001	     -0.0045521749	      0.0049013996	       -0.01716996	         1.0647028	        0.48419736	        0.34954068	         6.1636876	         16.035762	         12.041317	         13.181977	         19.188392	          14.44083	         12.785753	         13.363575	         0.1937524	                 0	                 0	                 0	         43.874877	               -99	        0.50359632	        0.43151603	         0.1937524	                 0	        0.50359632	                 0	                -0	                 0	         8.7662524	         189.24812	         2554.8076	         646.44048	         569.75934	         718.71674	    -0.00053869877	       -0.32163998	         3133.1308	         1554.2135	         1485.9021	         21810.926	         2718.9212	         9542.3044	          35558.08	                 0	                 0	        -36763.625	                 0	        -35548.754	        0.50359632	               5.4	          15.70449	         11.444951	         13.181977
